ID,Name,Surname,City,Phone,Birthdate,Origin
59573425049,Ali,H,Mersin,7845695214,15011995,TR
92384234044,Berkay,H,Mersin,7894521598,15042000,TR
40125817287,Mustafa,D,Manisa,4582156325,22042006,TR
53083498939,Berfin,K,Istanbul,1232128989,15122000,TR
96962606109,Berfin,N,Istanbul,5053892871,28101999,TR
76941189573,Ahmet,K,Adana,7875462358,10032005,TR
82558545794,Veli,B,Bilecik,7845695214,22042006,TR
26430406277,Anil,D,Düzce,4562486253,15011995,TR
85235138523,Hakan,C,Ardesen,1235481257,30011995,TR
53062220449,Berkay,K,Izmir,7875462358,15042000,TR
30455414951,Abidin,A,Ardesen,7845695214,28101999,TR
20649728744,Sadik,A,Karaman,5053892871,30011995,TR
24414759913,Humi,F,Van,4562486253,10032005,TR
50739377947,Deniz,G,Usak,4582156325,15122000,TR
33832903895,Abidin,I,Ankara,4582156325,20101999,TR
75661256512,Doga,I,Ardesen,7875462358,22042006,TR
34654417722,Okan,L,Düzce,7894521598,15042000,TR
95352927318,Semih,Z,Ordu,4501269871,22042006,TR
49177151646,Onur,H,Adana,7875966589,28101999,TR
36537018902,Mustafa,N,Karaman,1235481257,12032005,TR
89835515932,Berkay,Z,Istanbul,5052424540,20032006,TR
64790443481,Ali,G,Izmir,4587962157,15042000,TR
80603091629,Okan,K,Adana,5350644305,15011995,TR
34658053136,Berfin,K,Manisa,7845695214,15011995,TR
72089373736,Onur,N,Usak,4587962157,12032005,TR
70745571662,Veli,B,Ordu,4582156325,20101999,TR
90603543030,Doga,AK,Düzce,1235481257,20101999,TR
99552345351,Kerim,J,Ordu,4562486253,15042000,TR
90377855917,Murat,H,Bilecik,4587962157,20101999,TR
13107406933,Sami,I,Hatay,4562157954,20101999,TR
50176600438,Sadik,A,Ardesen,7845695214,15042000,TR
65030186165,Kerim,F,Samsun,4501269871,30011995,TR
94334663137,Deniz,L,Ardesen,3254789541,15011995,TR
28150672810,Berfin,M,Izmir,7875462358,15042000,TR
70616487511,Murat,K,Ardesen,1235481257,20032006,TR
35865631047,Hakan,Z,Urfa,1235481257,15122000,TR
69687545308,Okan,D,Samsun,7845623569,12032005,TR
94720238473,Deniz,N,Van,7412541596,28101999,TR
75764834173,Ali,E,Düzce,7894521598,12032005,TR
46451216876,Berkay,K,Bilecik,7845623569,15042000,TR
39938775475,Sami,C,Mersin,4562157954,22042006,TR
19882344193,Semih,Z,Izmir,7845623569,15011995,TR
26650071494,Berkay,L,Manisa,7875462358,22042006,TR
15031782127,Ahmet,L,Bilecik,5053892871,20101999,TR
83886192864,Humi,M,Mugla,4562157954,10032005,TR
86716273278,Sadik,Z,Mersin,0214512563,20101999,TR
87076636392,Berkay,N,Hatay,1235012248,15042000,TR
25180945888,Ahmet,K,Ordu,7875462358,20032006,TR
69841052475,Murat,AK,Izmir,4501269871,15042000,TR
94765206449,Abidin,F,Ordu,7875966589,20101999,TR
22403474817,Humi,N,Istanbul,4582156325,12032005,TR
40520148064,Ahmet,J,Mugla,7845623569,22042006,TR
71188651156,Berfin,M,Ordu,1235012248,15042000,TR
99956698370,Berkay,D,Izmir,1235481257,15011995,TR
70760649609,Kerim,N,Izmir,7894521598,15122000,TR
84400447171,Abidin,L,Hatay,4501269871,30011995,TR
34505397588,Abidin,M,Urfa,4587962157,20101999,TR
23704125277,Doga,L,Hatay,4582156325,22042006,TR
67843920265,Berfin,F,Ardesen,4501269871,20032006,TR
39298402390,Mustafa,A,Manisa,4501269871,20101999,TR
92937815026,Doga,B,Urfa,7875462358,12032005,TR
71204443288,Deniz,AK,Bilecik,4562486253,15011995,TR
67191050649,Ali,N,Van,4562486253,20032006,TR
22890510984,Deniz,I,Samsun,5052424540,28101999,TR
13924351504,Veli,E,Mersin,7845623569,30011995,TR
29999152047,Hakan,M,Ardesen,7875966589,20101999,TR
65536793869,Berkay,G,Mersin,7875966589,20032006,TR
19590727109,Deniz,H,Adiyaman,0214512563,15042000,TR
14862107315,Veli,Z,Usak,0214512563,20101999,TR
85362296395,Semih,AK,Samsun,1235481257,15011995,TR
93806021263,Ahmet,K,Usak,5053892871,30011995,TR
82706059034,Mustafa,M,Urfa,4562486253,15011995,TR
37429566621,Kerim,AK,Van,0214512563,15122000,TR
97165256564,Keriz,F,Van,7875966589,20101999,TR
85564646141,Sadik,N,Mersin,7875462358,12032005,TR
30319125708,Mustafa,N,Bilecik,4582156325,12032005,TR
95886662662,Ali,Z,Manisa,7845695214,10032005,TR
70800453731,Onur,C,Ordu,4501269871,15122000,TR
10850181001,Kerim,L,Van,4501269871,20032006,TR
39513158464,Hakan,H,Izmir,5350644305,20101999,TR
96869770447,Sami,N,Antalya,0214512563,30011995,TR
37167312076,Doga,N,Istanbul,1245863254,15122000,TR
35037164091,Semih,M,Ardesen,7412541596,12032005,TR
36548983277,Ali,A,Ordu,7845623569,15042000,TR
48441683130,Sami,N,Adana,0214512563,28101999,TR
14016960918,Kerim,J,Van,1245863254,10032005,TR
98799614395,Keriz,J,Ardesen,1235481257,30011995,TR
96204468937,Veli,L,Rize,4587962157,12032005,TR
99550366240,Berkay,J,Manisa,3254789541,12032005,TR
37103681069,Humi,K,Bilecik,1245863254,22042006,TR
88081155767,Abidin,K,Ardesen,5053892871,30011995,TR
69407761782,Mustafa,M,Antalya,3254789541,10032005,TR
66062405923,Hakan,H,Mugla,7875966589,10032005,TR
51517461061,Berkay,M,Samsun,7894521598,15122000,TR
41569709700,Hakan,L,Adiyaman,5053892871,20101999,TR
61984762199,Onur,D,Ankara,0214512563,30011995,TR
23652269739,Ahmet,Z,Adana,4587962157,20101999,TR
93418088746,Keriz,A,Düzce,7845623569,22042006,TR
67160888675,Murat,Z,Adiyaman,4562486253,30011995,TR
70881702478,Berfin,C,Adiyaman,3254789541,15122000,TR
37637615745,Mustafa,F,Düzce,7875462358,10032005,TR
13946520651,Berkay,Z,Manisa,7875966589,20032006,TR
43714099178,Mustafa,A,Manisa,4582156325,15122000,TR
99926065731,Onur,L,Karaman,4501269871,15122000,TR
96374771675,Sami,G,Samsun,4562157954,15042000,TR
90774046738,Veli,F,Samsun,7845623569,15122000,TR
19432684921,Murat,D,Rize,1232128989,28101999,TR
40951705056,Okan,G,Adana,4587962157,10032005,TR
53143559898,Sami,L,Düzce,7845623569,12032005,TR
35359904663,Ali,Z,Düzce,4562157954,30011995,TR
65643516563,Kerim,N,Düzce,4562486253,15011995,TR
36770122883,Veli,A,Izmir,1235012248,22042006,TR
23550901548,Ali,C,Mersin,7875966589,15011995,TR
55716815895,Mustafa,L,Samsun,4501269871,15011995,TR
53412126541,Murat,AK,Usak,4562157954,15122000,TR
70383833822,Humi,D,Izmir,4501269871,22042006,TR
62266338011,Doga,G,Düzce,0214512563,20101999,TR
35281483949,Abidin,M,Ordu,1245863254,28101999,TR
29718480289,Hakan,L,Samsun,4562486253,20101999,TR
12451871909,Ali,M,Ordu,4562157954,10032005,TR
96076647578,Berkay,Z,Izmir,5350644305,22042006,TR
29690431692,Sami,L,Usak,7875462358,30011995,TR
18644333686,Ahmet,N,Istanbul,4562157954,30011995,TR
28455859413,Sadik,M,Istanbul,7845623569,15011995,TR
61253072223,Hakan,K,Antalya,1232128989,20101999,TR
25115517742,Mustafa,D,Ardesen,3254789541,22042006,TR
37830869916,Hakan,N,Rize,1235481257,10032005,TR
53163520075,Deniz,J,Bilecik,4501269871,12032005,TR
84509827581,Sadik,L,Ankara,4582156325,20101999,TR
98236694732,Sami,F,Adiyaman,1245863254,20032006,TR
95224893823,Kerim,B,Mugla,1232128989,15042000,TR
64409611424,Hakan,K,Ardesen,1235012248,30011995,TR
41451427449,Ahmet,D,Mugla,4562157954,15042000,TR
10444381781,Berkay,C,Adiyaman,7845623569,10032005,TR
41743725217,Keriz,E,Adiyaman,4562157954,20032006,TR
74146607299,Anil,J,Usak,3254789541,30011995,TR
56620282085,Berkay,N,Rize,1235012248,22042006,TR
18439764162,Sadik,N,Manisa,7875462358,20032006,TR
87986558805,Keriz,I,Bilecik,7875966589,15122000,TR
10310935513,Keriz,I,Düzce,4501269871,15042000,TR
94723964990,Murat,F,Bilecik,4562157954,22042006,TR
88626958718,Hakan,F,Ankara,0214512563,12032005,TR
53263274858,Kerim,F,Manisa,5350644305,20101999,TR
84378307123,Murat,M,Antalya,4501269871,15042000,TR
99198760542,Murat,N,Urfa,5053892871,20101999,TR
84619972496,Berfin,N,Karaman,7894521598,15042000,TR
18004899895,Sadik,C,Van,7845623569,15042000,TR
75250517653,Hakan,M,Usak,1245863254,22042006,TR
47244158588,Kerim,L,Rize,7894521598,28101999,TR
48355682803,Anil,K,Usak,4501269871,30011995,TR
58961676135,Murat,K,Manisa,7412541596,20032006,TR
89006243668,Veli,M,Usak,4587962157,22042006,TR
45093265061,Berfin,K,Karaman,4501269871,30011995,TR
13274522425,Semih,A,Izmir,4587962157,20032006,TR
71033853440,Ali,J,Usak,4562486253,22042006,TR
88110802924,Keriz,M,Samsun,4587962157,20101999,TR
74011201254,Berkay,K,Adana,0214512563,20101999,TR
24012370296,Ahmet,K,Samsun,7412541596,28101999,TR
33769604381,Berkay,J,Hatay,7875462358,22042006,TR
65263854308,Abidin,N,Karaman,3254789541,20032006,TR
63231374838,Veli,M,Karaman,4562157954,10032005,TR
31726095135,Mustafa,A,Düzce,5053892871,15011995,TR
48519339866,Sami,N,Hatay,7412541596,22042006,TR
97629014359,Hakan,A,Düzce,4587962157,15122000,TR
58444130404,Keriz,N,Izmir,5052424540,15122000,TR
76453504353,Anil,F,Rize,0214512563,30011995,TR
50065932124,Semih,C,Karaman,5350644305,28101999,TR
62986200244,Mustafa,L,Karaman,4587962157,28101999,TR
43301925709,Berfin,L,Usak,7845695214,15011995,TR
59995666011,Ahmet,AK,Rize,7845623569,20101999,TR
81403189994,Sadik,Z,Ardesen,4562486253,28101999,TR
76964427461,Sadik,A,Adiyaman,7412541596,22042006,TR
46456125672,Veli,H,Düzce,1232128989,12032005,TR
15802944584,Berkay,M,Bilecik,5053892871,12032005,TR
76540054047,Humi,N,Izmir,1245863254,12032005,TR
44195639358,Humi,I,Bilecik,1245863254,10032005,TR
51969492313,Kerim,G,Samsun,4501269871,22042006,TR
86531703898,Berfin,N,Mugla,5052424540,15011995,TR
22328925831,Doga,E,Ankara,0214512563,15042000,TR
34031292767,Veli,AK,Düzce,1235012248,10032005,TR
69327346983,Sami,J,Rize,7412541596,20101999,TR
80433671548,Kerim,C,Ardesen,4562157954,15042000,TR
37304376301,Mustafa,J,Mersin,4582156325,28101999,TR
69728347574,Keriz,I,Karaman,7894521598,20101999,TR
88869606429,Hakan,J,Adiyaman,1235481257,10032005,TR
16362254619,Onur,M,Antalya,5052424540,20032006,TR
25046619681,Ali,C,Karaman,4587962157,10032005,TR
65327791389,Deniz,C,Mersin,0214512563,22042006,TR
95608729536,Sadik,E,Van,4587962157,28101999,TR
11775815436,Kerim,M,Düzce,7845623569,30011995,TR
53536892283,Sami,C,Hatay,1235481257,15122000,TR
89659345121,Berkay,C,Usak,4501269871,15042000,TR
98677000985,Semih,L,Ankara,5052424540,15011995,TR
99807721341,Humi,AK,Düzce,7845695214,28101999,TR
30426342723,Berfin,C,Izmir,7412541596,30011995,TR
60519160472,Semih,N,Mersin,7845623569,20101999,TR
89292763243,Doga,K,Hatay,4562486253,15011995,TR
55998480811,Kerim,AK,Mersin,0214512563,20101999,TR
31798526680,Mustafa,F,Ankara,4582156325,10032005,TR
56357919929,Ali,G,Adiyaman,5350644305,15042000,TR
72151671247,Humi,F,Karaman,4562157954,28101999,TR
42403385178,Keriz,G,Mersin,4562486253,22042006,TR
65938617774,Humi,K,Mersin,0214512563,22042006,TR
91348924744,Doga,Z,Ordu,5053892871,15122000,TR
83290816527,Mustafa,E,Bilecik,7845695214,20101999,TR
54067879232,Keriz,Z,Ardesen,7894521598,20101999,TR
21591545807,Hakan,M,Adiyaman,7894521598,28101999,TR
88421155820,Deniz,Z,Ordu,1235012248,15042000,TR
32021737303,Sami,L,Manisa,1235012248,15042000,TR
79839217791,Keriz,C,Manisa,1235012248,15042000,TR
16343331054,Humi,C,Ardesen,4562486253,12032005,TR
39192031935,Ali,F,Karaman,7845623569,30011995,TR
28124375992,Onur,M,Rize,7412541596,15011995,TR
78403648885,Humi,M,Van,5350644305,20032006,TR
82446491179,Hakan,J,Ardesen,7845695214,20032006,TR
39641950043,Ali,K,Adana,4562157954,28101999,TR
78818564544,Berfin,Z,Samsun,1235481257,15122000,TR
75286515159,Onur,J,Usak,1235481257,20032006,TR
55135774996,Okan,AK,Ankara,1235481257,15042000,TR
31361001406,Hakan,A,Samsun,1235012248,28101999,TR
96257158717,Ali,K,Adana,5053892871,15122000,TR
74841948340,Keriz,L,Adana,4582156325,20101999,TR
23384036033,Onur,N,Adana,1232128989,10032005,TR
82082274818,Sadik,D,Mugla,5053892871,12032005,TR
12858721098,Onur,A,Adiyaman,7845623569,20032006,TR
64255432702,Mustafa,I,Van,5053892871,15011995,TR
98663579045,Ali,A,Manisa,4501269871,22042006,TR
63610566486,Mustafa,AK,Usak,1232128989,15042000,TR
73651833697,Veli,J,Istanbul,7845695214,20032006,TR
87979408433,Abidin,H,Manisa,7894521598,15042000,TR
81692437291,Mustafa,D,Mersin,7875462358,28101999,TR
64388868496,Abidin,J,Istanbul,7875966589,30011995,TR
78861137887,Murat,H,Mugla,7875462358,20101999,TR
63150944479,Anil,C,Ankara,3254789541,28101999,TR
22301253446,Berkay,N,Ardesen,4582156325,15122000,TR
72558436029,Doga,I,Istanbul,7845623569,20032006,TR
93858401809,Murat,G,Bilecik,7845695214,12032005,TR
30070125769,Semih,D,Van,5053892871,20032006,TR
99938095097,Ahmet,C,Ankara,5053892871,15122000,TR
52490502103,Keriz,K,Hatay,1235481257,15122000,TR
33989429424,Murat,M,Bilecik,4501269871,20032006,TR
73984946004,Ali,Z,Adiyaman,7875966589,22042006,TR
57967368841,Abidin,G,Urfa,7845623569,15042000,TR
66407074862,Berfin,L,Manisa,7412541596,20032006,TR
90013366487,Keriz,N,Adana,1235012248,22042006,TR
47159317241,Berfin,H,Ardesen,7894521598,20101999,TR
99407980782,Abidin,K,Istanbul,7845695214,30011995,TR
68536987948,Berkay,K,Rize,4587962157,20101999,TR
99265234371,Veli,A,Karaman,7845623569,12032005,TR
50892622159,Sadik,G,Izmir,3254789541,20101999,TR
42764687729,Keriz,N,Hatay,7875462358,15122000,TR
25459464110,Ahmet,Z,Samsun,4582156325,28101999,TR
83984557911,Deniz,K,Mugla,1232128989,20101999,TR
59829324930,Ahmet,G,Usak,1235481257,15122000,TR
62380643393,Keriz,B,Manisa,0214512563,20032006,TR
71635845386,Onur,M,Ordu,3254789541,22042006,TR
78598442856,Deniz,I,Adiyaman,4501269871,15042000,TR
29084438200,Veli,L,Antalya,1245863254,20032006,TR
67814883804,Keriz,C,Adiyaman,4587962157,20032006,TR
48071897686,Ali,AK,Izmir,7894521598,20032006,TR
47804301081,Anil,L,Karaman,4562157954,28101999,TR
32829935364,Keriz,B,Istanbul,7412541596,15042000,TR
30524287110,Sami,D,Van,3254789541,28101999,TR
18260718196,Okan,A,Ankara,1232128989,15042000,TR
84639913353,Mustafa,N,Ordu,4562157954,20101999,TR
68977342707,Keriz,K,Istanbul,4501269871,20101999,TR
77882314078,Humi,G,Hatay,5052424540,15122000,TR
73603500901,Ali,K,Van,4582156325,15122000,TR
25051320668,Hakan,K,Düzce,7412541596,15042000,TR
67687524679,Murat,L,Manisa,1232128989,30011995,TR
39235181151,Veli,B,Van,0214512563,20101999,TR
97294863357,Humi,G,Ordu,7894521598,15042000,TR
85713700753,Deniz,F,Ardesen,1235481257,30011995,TR
84213527591,Murat,Z,Samsun,7875966589,30011995,TR
61174866311,Abidin,B,Karaman,7894521598,30011995,TR
32198807293,Kerim,K,Rize,4562486253,20101999,TR
67095221520,Berkay,F,Ankara,7412541596,10032005,TR
57605399224,Doga,K,Düzce,4587962157,10032005,TR
60528507044,Veli,J,Rize,5350644305,15011995,TR
48088811094,Sadik,K,Ankara,7875462358,28101999,TR
81438735692,Hakan,N,Bilecik,4582156325,28101999,TR
68426815866,Anil,AK,Van,7845695214,15011995,TR
73018943488,Sami,H,Düzce,7845623569,12032005,TR
61976134524,Okan,E,Istanbul,1232128989,20032006,TR
34690369600,Sami,E,Urfa,5350644305,12032005,TR
16073573273,Sadik,Z,Rize,7845695214,15042000,TR
68233252927,Kerim,I,Adana,1235481257,10032005,TR
12582080622,Onur,M,Van,5052424540,10032005,TR
69370512810,Okan,K,Ardesen,4582156325,15122000,TR
60583981206,Sadik,M,Antalya,4562486253,12032005,TR
87027107353,Berkay,H,Ordu,4562157954,10032005,TR
29490668646,Kerim,E,Ardesen,1235481257,20032006,TR
71341336543,Humi,M,Rize,7845695214,15011995,TR
82003233891,Murat,Z,Manisa,4501269871,10032005,TR
20552720602,Hakan,AK,Samsun,4562157954,15042000,TR
99066237322,Murat,D,Van,7845695214,30011995,TR
51438711628,Murat,C,Adiyaman,7412541596,12032005,TR
86725059775,Veli,F,Antalya,4587962157,22042006,TR
86404892236,Veli,B,Urfa,0214512563,15011995,TR
59419413076,Okan,M,Van,5350644305,28101999,TR
36835214951,Sadik,D,Rize,4562157954,12032005,TR
99338571553,Hakan,E,Mugla,5052424540,10032005,TR
29285299437,Kerim,N,Van,0214512563,15011995,TR
36623361212,Keriz,K,Ordu,1235012248,20101999,TR
70855047582,Doga,C,Samsun,7412541596,12032005,TR
82548924534,Ahmet,E,Ankara,1235012248,12032005,TR
72562210554,Humi,AK,Ordu,7412541596,15011995,TR
24959052127,Mustafa,Z,Adiyaman,7875462358,22042006,TR
47799119944,Doga,L,Düzce,7875966589,15042000,TR
35693220889,Keriz,M,Manisa,7845695214,20101999,TR
78070491813,Okan,M,Rize,1245863254,15122000,TR
71562780956,Berfin,M,Adana,5052424540,15011995,TR
96516295374,Doga,N,Karaman,7894521598,15042000,TR
57716439100,Sadik,C,Ordu,7894521598,15122000,TR
52749749236,Deniz,N,Bilecik,7875462358,20101999,TR
89316668781,Ali,N,Ordu,7875966589,15122000,TR
87005557388,Mustafa,K,Mugla,3254789541,20101999,TR
35403872372,Okan,B,Adiyaman,1235481257,28101999,TR
28893293359,Humi,I,Hatay,5052424540,22042006,TR
40542183940,Murat,I,Adana,4582156325,20032006,TR
52543213611,Hakan,K,Rize,1232128989,28101999,TR
84708496241,Onur,L,Istanbul,1232128989,10032005,TR
23792702489,Keriz,J,Ordu,7875462358,15122000,TR
15852880476,Sadik,D,Düzce,4587962157,22042006,TR
97649394961,Sadik,N,Düzce,7845695214,10032005,TR
51252864916,Sadik,M,Ordu,5052424540,15122000,TR
22755939909,Kerim,F,Hatay,4562157954,15042000,TR
77423596418,Hakan,D,Ardesen,7845623569,30011995,TR
16061663889,Hakan,AK,Usak,5052424540,22042006,TR
34238379539,Okan,K,Mugla,4562486253,15011995,TR
44359490774,Mustafa,J,Istanbul,7845695214,28101999,TR
11730587098,Berfin,J,Karaman,7845623569,12032005,TR
72572777439,Humi,Z,Karaman,4562486253,10032005,TR
29340860076,Kerim,Z,Adana,7894521598,12032005,TR
63902447237,Abidin,L,Hatay,1245863254,30011995,TR
95113459936,Abidin,C,Ardesen,7412541596,28101999,TR
71568518188,Okan,L,Hatay,5052424540,20101999,TR
17189610202,Sadik,N,Usak,4562157954,12032005,TR
61221219350,Berfin,B,Adana,7412541596,15122000,TR
34827971577,Sami,H,Hatay,5052424540,15122000,TR
29782032805,Murat,D,Hatay,7845695214,22042006,TR
31450735830,Keriz,H,Istanbul,3254789541,10032005,TR
92302611829,Onur,B,Izmir,1245863254,22042006,TR
12533265561,Berfin,A,Izmir,5350644305,28101999,TR
53894333065,Murat,N,Mugla,0214512563,20101999,TR
93006483178,Sami,K,Samsun,5052424540,15011995,TR
39848718617,Humi,E,Mugla,7845695214,22042006,TR
35344870016,Onur,K,Karaman,1232128989,12032005,TR
68469941130,Deniz,J,Antalya,5053892871,15042000,TR
42136583891,Ahmet,L,Samsun,7845623569,10032005,TR
13457715388,Abidin,AK,Istanbul,3254789541,22042006,TR
24876129703,Ahmet,K,Mersin,3254789541,20101999,TR
12501314306,Berkay,K,Urfa,4562157954,15042000,TR
77411370876,Berkay,M,Antalya,5052424540,20032006,TR
22346288016,Mustafa,N,Bilecik,5350644305,15011995,TR
86556041715,Murat,L,Hatay,4562486253,15122000,TR
94830675171,Doga,E,Ardesen,7412541596,20101999,TR
45840328152,Berkay,L,Mersin,7412541596,20101999,TR
28876978216,Berkay,N,Düzce,4501269871,15042000,TR
55285586004,Veli,K,Ardesen,3254789541,10032005,TR
83993317950,Ahmet,J,Adiyaman,0214512563,10032005,TR
89534824902,Ahmet,L,Istanbul,0214512563,20101999,TR
93845361377,Okan,C,Antalya,5053892871,12032005,TR
35768161390,Hakan,G,Urfa,7875462358,30011995,TR
99305221817,Abidin,L,Adiyaman,7412541596,15122000,TR
34366112010,Mustafa,F,Van,5053892871,28101999,TR
39876966066,Keriz,Z,Istanbul,7845623569,20032006,TR
69894194128,Kerim,C,Manisa,1232128989,10032005,TR
90306082637,Berfin,F,Antalya,4582156325,28101999,TR
90526534149,Doga,L,Manisa,5052424540,20101999,TR
62301328177,Berkay,E,Manisa,4587962157,20101999,TR
77282557332,Ali,F,Adiyaman,4582156325,20032006,TR
34460354225,Mustafa,N,Rize,5052424540,28101999,TR
76554998278,Humi,Z,Usak,7412541596,15042000,TR
69088034570,Berfin,K,Ankara,5053892871,28101999,TR
65111632184,Anil,L,Antalya,7412541596,15011995,TR
93878434085,Kerim,J,Samsun,5053892871,20101999,TR
94056345095,Ahmet,M,Antalya,1235481257,15122000,TR
57315303452,Hakan,I,Hatay,1245863254,20101999,TR
35696498756,Keriz,G,Adana,4582156325,20032006,TR
62374728736,Hakan,I,Adana,4562486253,30011995,TR
96848555423,Ahmet,D,Ankara,5350644305,20101999,TR
85361002575,Okan,D,Mersin,1235012248,15011995,TR
35390946712,Sadik,M,Karaman,1245863254,20101999,TR
84987595670,Mustafa,AK,Antalya,4562486253,20032006,TR
28783133940,Berkay,I,Ardesen,7412541596,15122000,TR
97568269908,Berkay,D,Ardesen,7894521598,20032006,TR
92046731169,Kerim,L,Samsun,7845695214,15042000,TR
39467358194,Keriz,N,Antalya,7875966589,28101999,TR
82435255378,Humi,G,Samsun,7894521598,30011995,TR
28764070632,Abidin,G,Van,7412541596,15122000,TR
85492418086,Keriz,I,Mersin,4582156325,20032006,TR
38878036861,Sami,H,Ardesen,1235481257,30011995,TR
61343831446,Berkay,B,Ankara,1235481257,12032005,TR
90106399017,Deniz,M,Ardesen,4582156325,28101999,TR
10535565170,Mustafa,N,Mugla,1232128989,20101999,TR
36268225696,Hakan,M,Istanbul,1245863254,20101999,TR
81899876519,Doga,B,Urfa,7845695214,30011995,TR
14487563536,Kerim,F,Adiyaman,4562157954,15011995,TR
48150136088,Okan,M,Mugla,1245863254,20032006,TR
69248346739,Mustafa,C,Rize,4562157954,15042000,TR
33192916314,Ali,A,Düzce,1245863254,20032006,TR
85059148825,Okan,Z,Düzce,7845623569,20101999,TR
33795900924,Murat,G,Adiyaman,1235481257,30011995,TR
52253895276,Anil,L,Rize,7875966589,12032005,TR
31554705032,Mustafa,I,Antalya,7412541596,10032005,TR
80910698610,Semih,H,Samsun,7845695214,15011995,TR
65303422799,Sami,C,Mersin,5052424540,12032005,TR
77341565236,Humi,I,Rize,7875462358,15122000,TR
75813963558,Onur,F,Samsun,4587962157,30011995,TR
33685514121,Humi,K,Urfa,1245863254,10032005,TR
94647052632,Berfin,H,Usak,7875966589,15042000,TR
63805540879,Murat,J,Istanbul,4582156325,20032006,TR
32761426825,Onur,M,Van,0214512563,12032005,TR
74135310322,Onur,D,Ardesen,4562486253,20101999,TR
79199517190,Sadik,J,Antalya,7845623569,30011995,TR
14743287441,Berkay,I,Bilecik,5053892871,20032006,TR
81924795332,Ali,M,Van,4501269871,10032005,TR
58946096379,Abidin,A,Van,0214512563,10032005,TR
95781155882,Sami,B,Antalya,5052424540,15042000,TR
38987117223,Deniz,H,Ordu,7845623569,10032005,TR
14934364131,Ahmet,L,Antalya,4562486253,15011995,TR
79639570662,Onur,I,Düzce,7875462358,15122000,TR
33026334579,Ali,AK,Bilecik,3254789541,20101999,TR
83333882908,Semih,A,Bilecik,4587962157,20032006,TR
94245465816,Murat,F,Mersin,1235012248,15122000,TR
21577168439,Doga,M,Istanbul,4562157954,15042000,TR
81269940486,Ali,C,Ankara,4501269871,20032006,TR
63076472272,Kerim,M,Samsun,7894521598,20032006,TR
16998037482,Doga,M,Samsun,1235481257,20032006,TR
97991421274,Abidin,I,Ankara,4582156325,15042000,TR
69400183023,Berfin,F,Rize,4562486253,15122000,TR
42539061899,Anil,L,Mugla,5052424540,30011995,TR
93335666336,Murat,M,Hatay,1235012248,30011995,TR
81286925736,Okan,AK,Urfa,1245863254,15011995,TR
47093935895,Murat,B,Adana,7875462358,15011995,TR
26800833891,Semih,K,Van,1235012248,20101999,TR
68263755446,Sadik,C,Düzce,1232128989,20101999,TR
